Latitude,Longitude,Agebuilding,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),TotalGHGEmissions
47.5622,-122.38648,90,1.0,2,23315,0,23315,Bureau,,89.5,35.04
47.56263,-122.38196,68,1.0,1,41521,13124,28397,Loisirs,,123.6999969,100.21
47.56197,-122.38109,70,1.0,2,25762,0,25762,Commerce,100.0,74.0,13.29
47.72178,-122.29498,37,1.0,1,39350,0,39350,Commerce,,6.5,1.86
47.72606,-122.28747,3,1.0,1,32590,0,32590,Autres,,46.20000076,43.13
47.60132,-122.30477,26,1.0,2,39000,0,39000,Medical,25.0,68.09999847,33.92
47.58513,-122.30645,47,1.0,1,25920,0,25920,Industrie,,46.79999924,12.48
47.58528,-122.30595,63,1.0,1,25480,0,25480,Industrie,,29.10000038,5.17
47.58482,-122.30501,46,1.0,2,31000,0,31000,Industrie,,74.69999695,19.93
47.58528,-122.305,55,1.0,1,29740,0,29740,Bureau,57.0,51.09999847,19.82
47.58607,-122.30445,62,1.0,1,23236,0,23236,Industrie,,20.79999924,13.02
47.58579,-122.3034,7,1.0,3,38075,0,38075,Bureau,,53.5,19.04
47.5859,-122.29957,46,1.0,2,39170,0,39170,Bureau,81.0,63.40000153,63.06
47.56979,-122.29234,53,1.0,2,20047,0,20047,Bureau,,6.400000095,0.82
47.57403,-122.3336,102,1.0,1,20000,0,20000,Commerce,75.0,27.89999962,3.89
47.63629,-122.35922,68,1.0,1,27247,0,27247,Loisirs,,101.0,83.1
47.56447,-122.35335,63,1.0,1,31521,0,31521,Industrie,6.0,57.79999924,61.71
47.56982,-122.33479,65,1.0,1,24000,0,24000,Industrie,,62.90000153,46.64
47.56487,-122.34181,64,1.0,1,21900,0,21900,Industrie,,75.5,65.65
47.56897,-122.33617,55,1.0,1,38005,0,38005,Industrie,,21.10000038,10.75
47.5678,-122.33622,18,1.0,1,35579,0,35579,Industrie,72.0,35.40000153,39.05
47.57382,-122.32672,41,1.0,1,49950,0,49950,Industrie,77.0,4.800000191,1.67
47.63927,-122.4032,69,1.0,2,22612,0,22612,Servicepublic,87.0,37.79999924,31.6
47.72599,-122.29314,40,1.0,2,38787,0,38787,Commerce,,90.59999847,67.52
47.55302,-122.33605,78,1.0,1,30545,0,30545,Industrie,12.0,60.90000153,61.53
47.54365,-122.30785,60,1.0,1,27000,0,27000,Industrie,61.0,27.20000076,18.85
47.64243,-122.32618,59,1.0,2,21183,0,21183,Bureau,99.0,25.89999962,2.52
47.64428,-122.32627,55,1.0,3,29392,3834,25558,Bureau,91.0,27.39999962,6.18
47.64866,-122.34509,116,1.0,2,20500,0,20500,Bureau,48.0,64.69999695,11.27
47.67485,-122.29284,86,1.0,2,25521,0,25521,Servicepublic,82.0,26.89999962,15.47
47.67485,-122.29284,30,1.0,1,23190,0,23190,Education,79.0,83.19999695,68.14
47.63796,-122.34897,91,1.0,1,48789,0,48789,Education,94.0,29.10000038,29.41
47.55374,-122.32498,39,1.0,1,22320,0,22320,Industrie,62.0,20.70000076,3.06
47.55316,-122.32616,34,1.0,2,40029,0,40029,Bureau,69.0,39.40000153,10.26
47.55196,-122.32518,46,1.0,2,28304,0,28304,Bureau,67.0,48.70000076,8.85
47.55168,-122.32459,46,1.0,1,26400,0,26400,Loisirs,,16.29999924,3.16
47.55049,-122.32382,48,1.0,1,27680,0,27680,Industrie,,69.30000305,64.81
47.55145,-122.32635,47,1.0,2,25872,0,25872,Bureau,,71.69999695,45.79
47.55127,-122.32576,47,1.0,2,25872,0,25872,Bureau,41.0,100.0,81.96
47.6557,-122.34682,58,1.0,2,21436,0,21436,Bureau,95.0,26.10000038,3.73
47.65205,-122.3218,18,1.0,1,20233,0,20233,Bureau,,34.09999847,18.16
47.65178,-122.351,10,1.0,4,39926,12400,27526,Bureau,,37.70000076,14.49
47.64904,-122.34609,31,1.0,3,31417,8110,23307,Bureau,94.0,46.20000076,28.09
47.61179,-122.3404,88,1.0,6,46580,0,46580,Industrie,,16.70000076,4.95
47.61165,-122.34011,100,1.0,2,25920,0,25920,Commerce,5.0,18.5,3.34
47.61297,-122.34324,97,1.0,2,25920,0,25920,Bureau,75.0,81.09999847,46.48
47.61098,-122.32766,91,1.0,4,39760,0,39760,Bureau,92.0,69.0,149.91
47.61109,-122.32721,96,1.0,3,30971,0,30971,Autres,,96.0,94.85
47.64965,-122.34913,89,1.0,2,33840,0,33840,Industrie,,69.09999847,60.88
47.65114,-122.34954,15,1.0,5,33740,6010,27730,Bureau,79.0,52.29999924,9.0
47.65019,-122.35013,110,1.0,3,27480,0,27480,Commerce,88.0,39.29999924,8.47
47.65061,-122.35159,69,1.0,1,46958,0,46958,Bureau,95.0,38.70000076,30.32
47.65214,-122.356,32,1.0,1,26532,0,26532,Industrie,5.0,85.19999695,66.53
47.65138,-122.35565,47,1.0,1,30730,0,30730,Autres,,106.4000015,73.52
47.64905,-122.36055,67,1.0,3,62000,0,62000,Servicepublic,81.0,34.70000076,82.34
47.64805,-122.35534,35,1.0,2,23600,0,23600,Bureau,82.0,35.59999847,5.41
47.64976,-122.35684,30,1.0,3,40067,0,40067,Bureau,43.0,57.5,16.06
47.64976,-122.35684,27,1.0,3,26419,6922,19497,Bureau,67.0,40.70000076,7.49
47.64976,-122.35684,37,1.0,3,25262,0,25262,Bureau,54.0,59.70000076,23.85
47.64975,-122.35289,20,1.0,3,53103,0,53103,Autres,,126.0,38.12
47.64901,-122.35516,36,1.0,3,34106,0,34106,Bureau,57.0,54.5,11.29
47.64934,-122.35592,36,1.0,3,34545,0,34545,Bureau,29.0,67.0,16.13
47.64865,-122.35435,36,1.0,3,70296,0,70296,Bureau,86.0,42.90000153,19.39
47.59979,-122.33339,114,1.0,4,27838,0,27838,Bureau,77.0,45.40000153,8.49
47.72288,-122.34065,55,1.0,1,20236,0,20236,Loisirs,,103.1999969,49.58
47.72004,-122.34418,65,1.0,2,39815,0,39815,Bureau,62.0,54.20000076,40.22
47.72299,-122.34293,46,1.0,4,25557,0,25557,Medical,,89.19999695,15.9
47.72134,-122.34102,58,1.0,2,26994,0,26994,Bureau,,123.0,122.73
47.72183,-122.34328,44,1.0,1,48112,0,48112,Industrie,73.0,30.39999962,10.36
47.72065,-122.34318,7,1.0,1,20909,0,20909,Servicepublic,,68.09999847,32.86
47.73387,-122.34722,15,1.0,2,42793,16518,26275,Bureau,27.0,71.19999695,12.35
47.72644,-122.34338,9,1.0,2,45000,0,45000,Loisirs,,135.6999969,176.79
47.72337,-122.34373,18,1.0,1,26115,0,26115,Commerce,43.0,67.40000153,36.74
47.6123,-122.34395,96,1.0,2,26400,0,26400,Commerce,36.0,46.90000153,17.12
47.61185,-122.3434,98,1.0,3,38148,0,38148,Bureau,98.0,25.10000038,8.8
47.62231,-122.34145,88,1.0,2,28800,0,28800,Industrie,,18.10000038,12.77
47.62232,-122.36101,61,1.0,5,31945,0,31945,Servicepublic,4.0,56.5,12.59
47.6189,-122.35713,31,1.0,5,85963,33055,52908,Bureau,43.0,84.69999695,31.24
47.60683,-122.33771,116,1.0,4,34680,0,34680,Commerce,92.0,36.29999924,26.38
47.61103,-122.33549,101,1.0,1,36504,0,36504,Commerce,2.0,132.6000061,20.76
47.61091,-122.33667,109,1.0,6,35200,0,35200,Bureau,8.0,85.19999695,20.9
47.60961,-122.33566,109,1.0,5,35840,0,35840,Bureau,83.0,48.09999847,48.35
47.60985,-122.33527,75,1.0,2,25920,0,25920,Bureau,60.0,58.40000153,9.3
47.6097,-122.325,104,1.0,3,20411,0,20411,Loisirs,,105.0999985,71.23
47.61194,-122.32177,106,1.0,3,73549,0,73549,Bureau,90.0,43.59999847,107.45
47.60901,-122.32994,100,1.0,3,38038,0,38038,Loisirs,,33.5,55.61
47.66388,-122.36831,56,1.0,1,36444,0,36444,Industrie,80.0,4.599999905,1.12
47.65907,-122.36783,66,1.0,1,27553,0,27553,Industrie,63.0,38.29999924,31.61
47.62296,-122.33884,96,1.0,2,25920,0,25920,Bureau,,41.29999924,16.57
47.62354,-122.33808,97,1.0,3,40686,0,40686,Restaurant,,53.79999924,73.0
47.62399,-122.33804,52,1.0,2,45271,0,45271,Commerce,57.0,64.30000305,82.72
47.62437,-122.33802,96,1.0,3,28380,12180,16200,Bureau,62.0,53.0,35.77
47.62353,-122.33622,90,1.0,3,26176,0,26176,Bureau,95.0,45.29999924,32.09
47.61876,-122.3534,7,1.0,3,23241,0,23241,Servicepublic,66.0,34.0,20.64
47.62208,-122.35398,14,1.0,1,21018,0,21018,Autres,,85.09999847,24.62
47.62082,-122.35251,24,1.0,2,40600,0,40600,Autres,,56.0,41.06
47.62055,-122.33881,17,1.0,4,38038,0,38038,Bureau,84.0,53.59999847,13.97
47.62028,-122.33717,9,1.0,4,64596,24596,40000,Bureau,92.0,65.90000153,77.8
47.62004,-122.33807,3,1.0,6,130710,100800,29910,Bureau,92.0,56.79999924,86.51
47.62054,-122.33807,90,1.0,4,35780,0,35780,Bureau,77.0,64.80000305,13.33
47.6223,-122.35653,52,1.0,4,25132,7308,17824,Bureau,41.0,57.70000076,3.94
47.60192,-122.33282,50,1.0,1,49680,0,49680,Autres,,58.20000076,119.34
47.60219,-122.3313,54,1.0,1,36314,0,36314,Autres,,51.90000153,44.33
47.60849,-122.33924,100,1.0,2,25920,0,25920,Loisirs,,60.79999924,8.77
47.60994,-122.33997,97,1.0,4,47686,0,47686,Bureau,72.0,65.40000153,77.48
47.60805,-122.33978,116,1.0,2,49280,0,49280,Commerce,,111.0,98.28
47.60836,-122.34157,101,1.0,6,40715,0,40715,Bureau,,70.69999695,44.89
47.61113,-122.34556,26,1.0,4,82065,34800,47265,Autres,91.0,43.79999924,11.97
47.61041,-122.34214,106,1.0,4,36160,0,36160,Bureau,47.0,53.20000076,12.98
47.61341,-122.34597,86,1.0,2,22710,0,22710,Restaurant,,12.69999981,2.01
47.6367,-122.3285,16,1.0,3,50499,13540,36959,Bureau,13.0,86.69999695,22.46
47.63239,-122.32072,86,1.0,2,45960,0,45960,Education,56.0,102.5,182.81
47.61992,-122.34539,57,1.0,2,21128,0,21128,Bureau,97.0,20.70000076,3.04
47.6201,-122.34071,56,1.0,1,27338,0,27338,Servicepublic,56.0,25.0,4.05
47.64132,-122.31644,17,1.0,2,85750,65640,20110,Autres,,113.9000015,77.76
47.61954,-122.35847,86,1.0,3,45864,0,45864,Bureau,94.0,66.19999695,115.43
47.63245,-122.32529,29,1.0,3,33176,0,33176,Bureau,89.0,45.59999847,35.96
47.63246,-122.32658,23,1.0,3,25194,3764,21430,Commerce,,92.40000153,55.95
47.72039,-122.29729,69,1.0,1,37377,0,37377,Commerce,,98.69999695,111.73
47.53906,-122.32031,39,1.0,1,29380,0,29380,Industrie,33.0,29.89999962,5.97
47.60321889,-122.3205567,94,1.0,2,22688,0,22688,Servicepublic,87.0,17.29999924,7.07
47.56028,-122.28914,54,1.0,2,22364,0,22364,Education,,72.69999695,54.44
47.54693,-122.28718,34,1.0,2,41262,0,41262,Bureau,84.0,49.09999847,13.27
47.68566,-122.31849,108,1.0,3,45680,0,45680,Servicepublic,79.0,52.40000153,86.81
47.53439,-122.37699,59,1.0,1,23562,0,23562,Servicepublic,96.0,15.89999962,3.71
47.65804,-122.36537,17,1.0,4,28844,0,28844,Bureau,,47.5,6.35
47.56067,-122.32646,27,1.0,1,21101,0,21101,Industrie,,38.79999924,27.97
47.56067,-122.32705,102,1.0,2,45594,0,45594,Industrie,75.0,29.20000076,9.42
47.55013,-122.33044,66,1.0,1,26660,0,26660,Industrie,,84.09999847,15.62
47.56056,-122.32593,41,1.0,1,28126,0,28126,Industrie,44.0,34.40000153,18.63
47.54813,-122.32553,52,1.0,1,35000,0,35000,Industrie,53.0,10.80000019,2.64
47.54948,-122.32536,54,1.0,1,26150,0,26150,Industrie,6.0,50.59999847,26.55
47.54974,-122.3261,49,1.0,2,24000,0,24000,Bureau,73.0,47.90000153,7.59
47.64132,-122.31644,48,1.0,5,43594,0,43594,Education,38.0,66.19999695,73.26
47.65791,-122.34274,104,1.0,1,28080,0,28080,Industrie,,31.79999924,18.54
47.5213,-122.32182,37,1.0,1,31600,0,31600,Industrie,3.0,118.0999985,103.28
47.52024,-122.32137,9,1.0,1,35289,0,35289,Industrie,63.0,28.60000038,23.9
47.5193,-122.3213,38,1.0,1,22176,0,22176,Industrie,60.0,33.70000076,32.77
47.70079,-122.32714,42,1.0,3,39927,0,39927,Bureau,38.0,96.90000153,24.88
47.70007,-122.32533,36,1.0,2,26930,6350,20580,Medical,64.0,37.20000076,6.99
47.66353,-122.29505,57,1.0,2,20296,0,20296,Industrie,,42.20000076,5.97
47.66246,-122.29342,71,1.0,2,22135,0,22135,Medical,,59.5,27.41
47.66183,-122.29264,49,1.0,3,38378,0,38378,Medical,86.0,51.5,53.73
47.66294,-122.29521,36,1.0,2,33576,0,33576,Industrie,64.0,43.70000076,49.73
47.63981,-122.39907,89,1.0,3,23910,0,23910,Bureau,,38.09999847,15.11
47.67477,-122.38241,106,1.0,2,21765,0,21765,Servicepublic,80.0,22.89999962,17.38
47.6101,-122.30838,115,1.0,2,26560,0,26560,Servicepublic,1.0,69.0,64.88
47.65022,-122.34174,59,1.0,2,20140,0,20140,Industrie,49.0,5.800000191,0.81
47.55045,-122.32749,49,1.0,1,25500,0,25500,Bureau,98.0,56.09999847,55.3
47.5478,-122.32307,55,1.0,1,41895,0,41895,Industrie,,33.5,25.09
47.54912,-122.32184,58,1.0,2,56193,0,56193,Commerce,,45.90000153,46.9
47.6712,-122.37568,94,1.0,3,35448,0,35448,Education,97.0,46.0,60.34
47.66621,-122.37502,55,1.0,1,32000,0,32000,Loisirs,,44.20000076,45.38
47.66389,-122.37307,106,1.0,2,31140,0,31140,Commerce,,35.70000076,38.86
47.6644,-122.37246,41,1.0,3,41478,0,41478,Industrie,3.0,79.30000305,78.22
47.66411,-122.37185,36,1.0,1,39840,0,39840,Industrie,2.0,19.39999962,5.24
47.66984,-122.3842,12,1.0,1,30576,15576,15000,Servicepublic,,90.69999695,38.52
47.66894,-122.38242,92,1.0,2,21528,0,21528,Loisirs,,15.30000019,6.61
47.66908,-122.38627,88,1.0,2,30000,0,30000,Commerce,,43.20000076,13.14
47.66327,-122.37439,41,1.0,1,40445,0,40445,Servicepublic,92.0,22.5,29.24
47.66318,-122.37283,20,1.0,1,23500,0,23500,Commerce,53.0,48.90000153,13.29
47.65018,-122.37787,24,1.0,3,26389,0,26389,Bureau,,45.0,8.42
47.65252,-122.37587,34,1.0,3,25859,0,25859,Bureau,88.0,35.40000153,14.9
47.66238,-122.38831,42,1.0,1,25600,0,25600,Industrie,1.0,75.90000153,34.26
47.66126,-122.38751,51,1.0,1,23169,0,23169,Industrie,,21.79999924,1.55
47.66106,-122.38576,8,1.0,4,41784,8399,33385,Bureau,89.0,38.79999924,9.03
47.66206,-122.38948,56,1.0,1,56884,0,56884,Industrie,71.0,27.70000076,37.49
47.6917,-122.37617,27,1.0,1,32810,0,32810,Commerce,66.0,66.09999847,46.44
47.64455,-122.37581,36,1.0,3,30989,0,30989,Industrie,,3.200000048,0.68
47.64418,-122.37587,101,1.0,3,39952,0,39952,Industrie,,1.5,0.4
47.65563,-122.37194,56,1.0,2,36498,0,36498,Industrie,89.0,17.0,14.81
47.66161,-122.39075,48,1.0,1,35946,0,35946,Industrie,,14.0,11.08
47.66006,-122.38631,9,1.0,4,30152,5680,24472,Bureau,96.0,33.59999847,5.94
47.65881,-122.38382,37,1.0,4,22365,0,22365,Bureau,71.0,33.59999847,5.07
47.65801,-122.3839,22,1.0,4,30172,0,30172,Bureau,82.0,32.09999847,6.3
47.66353,-122.38064,89,1.0,4,42500,0,42500,Industrie,100.0,5.5,1.68
47.66691,-122.38416,115,1.0,4,23032,0,23032,Bureau,,55.29999924,7.82
47.66497,-122.38047,48,1.0,2,23500,0,23500,Bureau,26.0,74.30000305,34.52
47.66431,-122.37988,50,1.0,1,22282,0,22282,Bureau,93.0,29.89999962,16.67
47.66351,-122.37961,114,1.0,2,24000,0,24000,Industrie,,25.0,17.39
47.719,-122.29966,85,1.0,2,37500,0,37500,Bureau,58.0,65.30000305,44.26
47.73143,-122.32784,86,1.0,3,23983,0,23983,Education,61.0,53.0,33.28
47.55832,-122.35239,36,1.0,1,24100,0,24100,Industrie,22.0,39.79999924,30.49
47.68582,-122.33709,20,1.0,3,55912,22850,33062,Autres,,74.09999847,17.08
47.65843,-122.38435,59,1.0,2,20294,0,20294,Autres,,90.90000153,67.45
47.65708,-122.38383,33,1.0,4,40571,10849,29722,Bureau,64.0,53.59999847,8.97
47.65649,-122.38383,33,1.0,4,41707,15659,26048,Bureau,78.0,42.79999924,12.24
47.65118,-122.37875,56,1.0,2,57644,0,57644,Bureau,,41.70000076,42.87
47.64913,-122.37929,61,1.0,2,39497,0,39497,Industrie,9.0,45.79999924,28.28
47.70793,-122.33316,34,1.0,2,27574,0,27574,Bureau,73.0,45.09999847,8.44
47.70842,-122.3332,29,1.0,3,76105,27307,48798,Bureau,91.0,34.09999847,17.24
47.70983,-122.31865,64,1.0,2,32009,0,32009,Industrie,,58.40000153,44.28
47.70676,-122.32264,28,1.0,3,28841,0,28841,Medical,55.0,52.90000153,33.42
47.51698,-122.35946,92,1.0,2,42975,0,42975,Education,92.0,52.5,42.96
47.53366,-122.33733,53,1.0,1,23260,0,23260,Commerce,,77.5,52.41
47.53309,-122.33977,28,1.0,2,30659,0,30659,Bureau,88.0,78.09999847,55.85
47.63132,-122.34136,96,1.0,2,27144,0,27144,Autres,,41.90000153,32.58
47.52956,-122.33592,45,1.0,1,26232,0,26232,Bureau,,126.4000015,122.71
47.59783,-122.31554,60,1.0,2,25840,0,25840,Industrie,92.0,12.0,2.19
47.59721,-122.31838,28,1.0,1,45145,0,45145,Bureau,,32.09999847,43.63
47.59728,-122.31587,15,1.0,5,70332,22095,48237,Bureau,89.0,45.0,19.12
47.72286,-122.34612,37,1.0,2,20088,0,20088,Commerce,,17.20000076,2.28
47.56999,-122.34703,19,1.0,2,40657,0,40657,Bureau,57.0,69.59999847,23.6
47.57279,-122.35066,116,1.0,1,20200,0,20200,Industrie,,14.0,2.25
47.60663,-122.32526,46,1.0,7,54372,20824,33548,Bureau,94.0,27.20000076,9.79
47.60819,-122.32282,60,1.0,3,21282,0,21282,Bureau,69.0,70.19999695,62.23
47.54563,-122.27616,95,1.0,2,41022,0,41022,Autres,,92.30000305,26.41
47.57058,-122.35626,50,1.0,2,28109,0,28109,Autres,,128.5,38.39
47.72986,-122.29278,31,1.0,3,33580,12990,20590,Bureau,100.0,19.89999962,2.86
47.72051,-122.30103,39,1.0,1,21936,0,21936,Industrie,100.0,5.300000191,2.69
47.72083,-122.29979,47,1.0,1,30160,0,30160,Autres,,39.29999924,44.26
47.56319,-122.35067,19,1.0,1,40189,0,40189,Industrie,,42.59999847,37.65
47.56877,-122.36369,28,1.0,2,66484,0,66484,Bureau,69.0,40.59999847,21.24
47.60789,-122.32249,57,1.0,3,25151,0,25151,Bureau,85.0,61.29999924,62.05
47.59727,-122.32196,27,1.0,2,23472,0,23472,Bureau,,70.0,46.45
47.62481,-122.35762,32,1.0,4,57110,15812,41298,Bureau,69.0,61.70000076,24.31
47.61833,-122.35871,37,1.0,3,34030,0,34030,Bureau,50.0,53.40000153,22.26
47.5746,-122.32637,64,1.0,1,41308,0,41308,Industrie,7.0,43.40000153,38.57
47.62591,-122.35843,104,1.0,3,34976,0,34976,Loisirs,,27.0,15.7
47.65674,-122.37223,59,1.0,1,38255,0,38255,Industrie,12.0,30.70000076,33.8
47.65103,-122.35541,27,1.0,3,48924,0,48924,Bureau,71.0,76.59999847,59.24
47.64168,-122.32562,57,1.0,4,50333,18036,32297,Bureau,88.0,35.0,11.17
47.6404,-122.32553,30,1.0,4,57432,21906,35526,Bureau,,77.19999695,17.57
47.63995,-122.32557,47,1.0,3,25912,7956,17956,Bureau,,40.79999924,4.65
47.64113,-122.32625,16,1.0,3,57132,21908,35224,Bureau,73.0,59.20000076,13.91
47.52172,-122.35487,59,1.0,2,24224,0,24224,Servicepublic,52.0,43.20000076,26.73
47.51989,-122.35489,53,1.0,1,23706,0,23706,Servicepublic,78.0,19.29999924,13.12
47.5465,-122.31704,53,1.0,1,31900,0,31900,Industrie,,61.40000153,13.7
47.5219,-122.38787,99,1.0,1,49066,0,49066,Loisirs,,91.90000153,178.86
47.52097,-122.38688,64,1.0,3,30740,0,30740,Servicepublic,,46.29999924,61.3
47.52262,-122.26922,57,1.0,1,67450,0,67450,Commerce,97.0,66.5,55.86
47.65649,-122.37507,68,1.0,1,46970,0,46970,Industrie,,18.79999924,6.16
47.6331,-122.37582,85,1.0,1,47554,0,47554,Industrie,,34.79999924,16.04
47.63063,-122.37428,37,1.0,2,43016,5400,37616,Bureau,100.0,33.90000153,60.57
47.63034,-122.37412,85,1.0,1,24196,0,24196,Autres,,47.40000153,22.29
47.63128,-122.37387,76,1.0,2,20671,0,20671,Bureau,98.0,36.09999847,24.76
47.58065,-122.33356,89,1.0,1,21600,0,21600,Industrie,57.0,25.79999924,14.36
47.50959,-122.37417,39,1.0,1,35844,0,35844,Servicepublic,14.0,24.20000076,6.04
47.66116,-122.34172,100,1.0,3,31774,0,31774,Bureau,85.0,49.40000153,18.87
47.56121,-122.33872,63,1.0,1,26094,0,26094,Industrie,19.0,30.20000076,4.95
47.56121,-122.33872,33,1.0,2,23687,0,23687,Bureau,68.0,49.59999847,7.56
47.56121,-122.33872,33,1.0,2,24221,0,24221,Bureau,20.0,62.20000076,10.01
47.60546,-122.34091,116,1.0,2,71919,14083,57836,Bureau,37.0,93.40000153,37.51
47.60546,-122.34091,116,1.0,2,32027,0,32027,Bureau,54.0,124.9000015,128.41
47.58802,-122.32111,102,1.0,3,34425,0,34425,Bureau,84.0,42.90000153,50.07
47.57296,-122.38643,32,1.0,3,40304,12000,28304,Medical,5.0,97.59999847,13.67
47.52878,-122.32771,26,1.0,1,29619,0,29619,Industrie,50.0,51.5,42.45
47.59692,-122.30601,94,1.0,2,21592,0,21592,Education,47.0,79.80000305,54.24
47.69061,-122.31992,85,1.0,2,23923,0,23923,Education,69.0,36.79999924,19.51
47.59976,-122.31441,109,1.0,3,25200,0,25200,Bureau,47.0,75.40000153,37.08
47.59693,-122.31124,53,1.0,2,28296,0,28296,Bureau,80.0,48.40000153,9.26
47.61744,-122.30514,17,1.0,3,31357,0,31357,Bureau,55.0,68.40000153,22.48
47.55601,-122.33627,56,1.0,1,53550,0,53550,Industrie,11.0,95.80000305,174.62
47.55716,-122.33744,92,1.0,1,38412,0,38412,Industrie,62.0,47.90000153,67.05
47.55662,-122.33728,86,1.0,1,25881,0,25881,Industrie,,23.5,3.8
47.55498,-122.32497,63,1.0,1,24291,0,24291,Bureau,98.0,31.29999924,19.61
47.55458,-122.32639,50,1.0,1,36544,0,36544,Industrie,5.0,36.59999847,8.85
47.58387,-122.32092,67,1.0,1,20796,0,20796,Industrie,,75.59999847,51.1
47.5822,-122.321,69,1.0,1,21349,0,21349,Industrie,70.0,33.40000153,17.04
47.58082,-122.32031,80,1.0,1,38630,0,38630,Industrie,33.0,10.80000019,2.91
47.58032,-122.32083,66,1.0,1,20724,0,20724,Industrie,,100.5999985,83.3
47.5829,-122.32417,31,1.0,1,22803,0,22803,Industrie,78.0,37.70000076,21.5
47.58252,-122.32193,65,1.0,1,41550,0,41550,Industrie,94.0,15.5,4.48
47.52305,-122.31899,22,1.0,2,54170,0,54170,Autres,,111.6999969,178.35
47.55095,-122.27978,104,1.0,2,42252,0,42252,Education,49.0,61.90000153,102.35
47.5419,-122.28302,35,1.0,3,22895,0,22895,Servicepublic,96.0,22.10000038,12.92
47.69316,-122.30487,10,1.0,6,48179,7132,41047,Industrie,,17.39999962,12.22
47.59294,-122.32555,79,1.0,1,52325,0,52325,Industrie,67.0,17.60000038,18.03
47.59322,-122.32491,96,1.0,4,20600,0,20600,Commerce,,15.5,9.71
47.58698,-122.32397,72,1.0,1,25880,0,25880,Commerce,100.0,6.300000191,1.14
47.57936,-122.32322,44,1.0,1,31365,0,31365,Autres,,21.60000038,5.09
47.57959,-122.32557,106,1.0,1,32100,0,32100,Autres,,28.20000076,25.77
47.57895,-122.32551,50,1.0,1,20520,0,20520,Industrie,20.0,62.59999847,40.85
47.57833,-122.32563,71,1.0,1,22972,0,22972,Industrie,12.0,23.5,3.45
47.57667,-122.32542,65,1.0,2,24000,0,24000,Commerce,,54.29999924,40.94
47.56845,-122.32732,53,1.0,1,100386,0,100386,Industrie,,40.5,95.93
47.56758,-122.32638,50,1.0,1,24354,0,24354,Industrie,10.0,30.20000076,17.29
47.56823,-122.32506,57,1.0,1,33600,0,33600,Industrie,58.0,27.29999924,15.35
