Latitude,Longitude,Agebuilding,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),TotalGHGEmissions
47.56671,-122.32446,42,1.0,1,20819,0,20819,Industrie,,90.90000153,51.27
47.5668,-122.32499,49,1.0,1,23296,0,23296,Industrie,,70.40000153,40.01
47.57019,-122.32352,62,1.0,1,35222,0,35222,Industrie,,53.79999924,40.42
47.5668,-122.32149,59,1.0,1,25520,0,25520,Industrie,100.0,70.5,59.0
47.58754,-122.3224,64,1.0,1,25460,0,25460,Autres,,110.4000015,5.82
47.70008,-122.30321,42,1.0,2,24291,0,24291,Bureau,87.0,37.90000153,6.42
47.70053,-122.3038,58,1.0,2,20738,0,20738,Commerce,44.0,25.39999962,3.67
47.70175,-122.30269,16,1.0,4,30948,0,30948,Bureau,,41.59999847,6.41
47.7044,-122.32285,30,1.0,2,28385,7056,21329,Medical,1.0,129.0,18.5
47.57254,-122.32549,38,1.0,1,21755,0,21755,Industrie,,47.70000076,17.51
47.57013,-122.3244,33,1.0,1,23143,0,23143,Bureau,75.0,57.40000153,38.87
47.57075,-122.32724,54,1.0,1,28800,0,28800,Bureau,73.0,67.5,60.12
47.57294,-122.32811,64,1.0,1,39600,0,39600,Industrie,85.0,10.19999981,2.82
47.57199,-122.32811,64,1.0,1,39600,0,39600,Industrie,91.0,13.19999981,9.25
47.57587,-122.32789,7,1.0,1,36400,0,36400,Commerce,,45.0,46.16
47.56398,-122.38727,96,1.0,1,31332,0,31332,Autres,,114.0,24.91
47.57177,-122.38716,68,1.0,2,35864,0,35864,Servicepublic,75.0,39.20000076,43.64
47.55464,-122.31576,62,1.0,1,20484,0,20484,Servicepublic,69.0,46.90000153,38.38
47.66169,-122.28558,32,1.0,4,45264,17622,27642,Medical,4.0,85.09999847,12.89
47.60775,-122.31198,43,1.0,4,45082,0,45082,Medical,,98.19999695,93.5
47.68351,-122.35482,65,1.0,2,41600,0,41600,Servicepublic,58.0,33.09999847,30.99
47.63567,-122.32522,56,1.0,2,34110,0,34110,Bureau,31.0,76.0,17.87
47.57798,-122.32783,46,1.0,1,23750,0,23750,Industrie,,25.0,3.65
47.57832,-122.32649,46,1.0,1,43390,0,43390,Industrie,87.0,12.30000019,3.72
47.58238,-122.32719,57,1.0,1,35400,0,35400,Industrie,84.0,11.89999962,9.29
47.58517,-122.32853,50,1.0,1,28144,0,28144,Industrie,19.0,30.79999924,8.22
47.5842,-122.32826,100,1.0,3,71283,0,71283,Industrie,41.0,37.20000076,43.17
47.58661,-122.3281,27,1.0,1,23792,0,23792,Industrie,,118.0999985,19.88
47.58895,-122.32833,37,1.0,2,47368,0,47368,Bureau,99.0,21.79999924,7.27
47.58874,-122.32662,85,1.0,1,46183,0,46183,Industrie,,41.09999847,27.92
47.60592,-122.31367,32,1.0,5,72613,22788,49825,Bureau,84.0,55.29999924,41.96
47.56591,-122.28339,27,1.0,3,51672,0,51672,Education,97.0,29.5,20.3
47.56364,-122.28572,26,1.0,2,38352,11082,27270,Medical,36.0,76.69999695,14.7
47.56214,-122.28143,21,1.0,1,28425,0,28425,Loisirs,,82.0,57.25
47.7139,-122.29794,7,1.0,3,35115,0,35115,Commerce,,58.5,31.94
47.69734,-122.34639,44,1.0,1,66704,0,66704,Education,,10.19999981,19.77
47.70117,-122.34284,47,1.0,1,25658,0,25658,Industrie,,41.5,18.87
47.61345,-122.3198,109,1.0,2,36000,0,36000,Bureau,95.0,30.20000076,18.04
47.61324,-122.31724,103,1.0,1,36000,0,36000,Autres,59.0,71.19999695,26.52
47.61467,-122.31777,101,1.0,2,43200,0,43200,Industrie,38.0,47.70000076,49.18
47.59501,-122.32852,103,1.0,4,53840,12870,40970,Bureau,71.0,70.90000153,46.85
47.58801,-122.32944,41,1.0,1,43794,0,43794,Commerce,88.0,29.20000076,23.5
47.57466,-122.33089,48,1.0,1,48280,0,48280,Industrie,18.0,64.69999695,78.57
47.57258,-122.33059,62,1.0,1,36040,0,36040,Industrie,,10.80000019,7.74
47.68061,-122.29002,66,1.0,2,20385,0,20385,Servicepublic,65.0,44.59999847,34.04
47.67984,-122.27739,70,1.0,1,24295,0,24295,Servicepublic,53.0,9.300000191,1.51
47.66888,-122.28333,49,1.0,2,20317,0,20317,Bureau,83.0,31.20000076,4.33
47.70197,-122.34219,30,1.0,1,33392,0,33392,Loisirs,,83.5,19.43
47.5316,-122.333,43,1.0,1,36000,0,36000,Industrie,44.0,90.40000153,124.4
47.52549,-122.33064,37,1.0,1,31360,0,31360,Industrie,,49.09999847,43.18
47.52549,-122.33064,37,1.0,1,33320,0,33320,Industrie,,74.80000305,64.75
47.52549,-122.33064,37,1.0,1,48020,0,48020,Industrie,71.0,53.70000076,59.14
47.694,-122.28967,67,1.0,2,43645,0,43645,Education,71.0,63.0,85.15
47.69066,-122.29023,64,1.0,1,26853,0,26853,Commerce,68.0,71.40000153,21.46
47.59347,-122.33369,107,1.0,4,44775,0,44775,Autres,,24.5,29.88
47.57459,-122.3339,79,1.0,1,20975,0,20975,Loisirs,,16.70000076,6.46
47.57619,-122.3339,98,1.0,1,26075,0,26075,Autres,,63.09999847,17.6
47.57881,-122.33273,24,1.0,1,29394,0,29394,Industrie,60.0,34.5,26.27
47.57941,-122.3336,90,1.0,2,20400,0,20400,Industrie,69.0,24.60000038,12.17
47.57893,-122.33374,90,1.0,1,20460,0,20460,Bureau,16.0,44.20000076,6.3
47.58168,-122.33369,91,1.0,2,25821,0,25821,Industrie,,8.300000191,1.46
47.58217,-122.33263,61,1.0,2,21870,0,21870,Industrie,45.0,48.79999924,7.49
47.53419,-122.36624,46,1.0,1,43615,0,43615,Medical,89.0,77.69999695,106.35
47.53419,-122.36624,46,1.0,3,36879,0,36879,Bureau,26.0,71.0,7.98
47.53578,-122.36205,14,1.0,2,28531,0,28531,Autres,,127.5999985,92.7
47.57269,-122.37056,12,1.0,5,35176,0,35176,Bureau,,37.40000153,7.05
47.65231,-122.34217,76,1.0,2,41293,15243,26050,Education,,73.0,61.68
47.55718,-122.33288,75,1.0,1,48890,0,48890,Industrie,49.0,47.40000153,61.6
47.55658,-122.33322,16,1.0,3,43473,0,43473,Bureau,3.0,101.5999985,30.79
47.69766,-122.37346,90,1.0,1,42172,0,42172,Education,,87.40000153,152.14
47.59657,-122.33394,106,1.0,5,32250,0,32250,Bureau,92.0,26.89999962,11.44
47.69061,-122.35731,63,1.0,1,51000,0,51000,Commerce,95.0,26.10000038,14.17
47.58452,-122.3337,100,1.0,1,27000,0,27000,Loisirs,,9.199999809,1.6
47.58787,-122.33365,81,1.0,2,20747,0,20747,Loisirs,,50.70000076,17.45
47.58903,-122.33361,88,1.0,2,40800,0,40800,Industrie,,22.79999924,27.83
47.59508,-122.33378,96,1.0,2,20150,0,20150,Bureau,80.0,29.39999962,4.02
47.59639,-122.33368,107,1.0,7,36000,0,36000,Bureau,40.0,53.40000153,11.73
47.59081,-122.33487,78,1.0,2,41276,0,41276,Industrie,,69.80000305,96.62
47.58999,-122.33539,79,1.0,2,24430,0,24430,Industrie,,53.29999924,23.62
47.58686,-122.33469,89,1.0,1,22580,0,22580,Bureau,90.0,41.5,9.65
47.60192,-122.31641,90,1.0,1,20000,0,20000,Industrie,18.0,43.90000153,33.52
47.60224,-122.31529,62,1.0,1,42000,0,42000,Industrie,,54.70000076,82.07
47.61234,-122.31628,54,1.0,1,24248,0,24248,Industrie,,5.699999809,0.79
47.55608,-122.3388,84,1.0,1,24617,0,24617,Industrie,,4.800000191,0.75
47.55768,-122.33137,7,1.0,3,127065,84710,42355,Autres,,79.40000153,22.62
47.55772,-122.33017,52,1.0,1,37247,0,37247,Commerce,69.0,53.40000153,58.36
47.58462,-122.3347,106,1.0,3,49052,0,49052,Bureau,96.0,34.0,10.05
47.58318,-122.3347,116,1.0,2,52110,0,52110,Industrie,34.0,21.0,25.15
47.57595,-122.33624,79,1.0,2,39036,0,39036,Bureau,,39.59999847,39.25
47.57529,-122.33475,93,1.0,1,26310,0,26310,Bureau,96.0,24.79999924,14.99
47.70281,-122.35623,26,1.0,2,71874,31389,40485,Industrie,,19.39999962,44.97
47.60104,-122.30155,45,1.0,2,39953,0,39953,Bureau,93.0,53.5,28.05
47.60009,-122.3017,18,1.0,2,21200,0,21200,Commerce,15.0,78.0,11.69
47.59881,-122.30189,36,1.0,2,23421,0,23421,Commerce,25.0,83.5,13.22
47.67628,-122.38238,88,1.0,2,24120,0,24120,Servicepublic,66.0,42.5,31.54
47.6764,-122.38502,87,1.0,3,35736,0,35736,Servicepublic,88.0,37.59999847,51.15
47.57298,-122.33644,75,1.0,1,51050,0,51050,Industrie,10.0,27.39999962,27.75
47.57044,-122.33475,62,1.0,2,21900,0,21900,Commerce,40.0,65.69999695,42.66
47.57339,-122.33735,52,1.0,1,33462,0,33462,Industrie,1.0,41.40000153,9.67
47.57506,-122.33862,64,1.0,1,35310,0,35310,Industrie,,52.0,44.68
47.54089,-122.32323,54,1.0,3,36140,0,36140,Autres,,134.0,32.44
47.59774,-122.31936,86,1.0,1,23903,0,23903,Industrie,65.0,21.29999924,14.37
47.67923,-122.31715,69,1.0,3,22522,0,22522,Industrie,,28.0,23.52
47.67905,-122.31697,20,1.0,4,38959,0,38959,Industrie,,24.70000076,23.84
47.5867,-122.30519,88,1.0,2,25955,0,25955,Industrie,,46.90000153,8.49
47.60776,-122.32481,93,1.0,4,46100,0,46100,Education,75.0,52.29999924,78.19
47.70901,-122.35498,65,1.0,2,21936,0,21936,Servicepublic,96.0,31.29999924,28.78
47.7162,-122.2956,56,1.0,1,25406,0,25406,Commerce,,97.80000305,41.96
47.56029,-122.2858,49,1.0,2,23250,0,23250,Bureau,55.0,40.40000153,6.3
47.55966,-122.33146,56,1.0,1,30000,0,30000,Industrie,32.0,108.1999969,120.72
47.56522,-122.32205,54,1.0,1,45036,0,45036,Industrie,,47.40000153,49.53
47.70868,-122.30089,36,1.0,4,23022,0,23022,Bureau,78.0,46.70000076,14.64
47.56173,-122.32885,49,1.0,1,27263,0,27263,Industrie,,88.5,17.22
47.56362,-122.32876,60,1.0,1,22509,0,22509,Industrie,57.0,7.900000095,1.24
47.56424,-122.32902,60,1.0,1,39984,0,39984,Industrie,75.0,29.10000038,36.82
47.62322037,-122.320017,110,1.0,1,26440,0,26440,Servicepublic,91.0,31.29999924,27.93
47.59291,-122.31042,60,1.0,2,28800,0,28800,Industrie,,44.0,29.44
47.63614,-122.33982,67,1.0,3,23355,0,23355,Bureau,77.0,38.40000153,5.86
47.63575,-122.33895,51,1.0,4,30840,0,30840,Bureau,30.0,126.1999969,101.21
47.67642,-122.3035,70,1.0,1,20332,0,20332,Autres,,21.20000076,10.99
47.61118,-122.288,116,1.0,1,21850,0,21850,Servicepublic,100.0,16.5,13.09
47.64633,-122.3508,98,1.0,2,28309,0,28309,Industrie,,17.60000038,11.85
47.60106,-122.33458,116,1.0,5,38376,0,38376,Bureau,,67.69999695,14.35
47.60149,-122.33458,116,1.0,4,42804,0,42804,Bureau,,52.0,46.53
47.60023,-122.33459,116,1.0,4,33300,0,33300,Bureau,,40.70000076,18.76
47.59976,-122.33514,116,1.0,3,22200,0,22200,Autres,,10.39999962,7.05
47.64306,-122.34219,48,1.0,2,29498,0,29498,Industrie,,136.0,50.05
47.64793,-122.34358,78,1.0,1,23050,0,23050,Industrie,27.0,21.10000038,3.25
47.64747,-122.34086,8,1.0,4,48350,0,48350,Industrie,45.0,74.69999695,22.09
47.66097,-122.3192,86,1.0,1,46059,0,46059,Commerce,82.0,36.0,20.66
47.67437,-122.3181,46,1.0,2,23595,0,23595,Medical,72.0,34.90000153,6.53
47.59938,-122.33328,116,1.0,3,28142,0,28142,Bureau,96.0,32.40000153,34.08
47.59954,-122.33327,116,1.0,3,28760,0,28760,Bureau,,112.0,124.59
47.59979,-122.33318,114,1.0,4,39030,0,39030,Bureau,99.0,20.0,13.69
47.60071,-122.33377,107,1.0,3,47215,0,47215,Bureau,58.0,46.40000153,63.81
47.61492,-122.31728,90,1.0,2,61580,27000,34580,Autres,,123.8000031,69.53
47.61459,-122.31724,99,1.0,3,30720,0,30720,Bureau,,44.29999924,25.53
47.61428,-122.31726,100,1.0,2,20640,0,20640,Commerce,,19.29999924,2.88
47.61421,-122.3193,104,1.0,2,34914,0,34914,Commerce,,41.79999924,9.29
47.61508,-122.31845,110,1.0,3,20897,0,20897,Bureau,,60.5,17.79
47.61478,-122.31847,100,1.0,2,36940,0,36940,Commerce,100.0,9.100000381,2.35
47.61435,-122.31859,103,1.0,3,22866,0,22866,Bureau,,53.09999847,20.76
47.59697,-122.32474,103,1.0,3,28800,0,28800,Restaurant,,32.5,29.21
47.59644,-122.32415,37,1.0,3,35202,0,35202,Bureau,2.0,108.0999985,25.14
47.61426,-122.32661,106,1.0,2,24600,0,24600,Servicepublic,69.0,14.10000038,5.66
47.60514,-122.32613,116,1.0,1,48850,0,48850,Servicepublic,,34.29999924,65.05
47.55317,-122.33289,52,1.0,1,25000,0,25000,Industrie,,81.80000305,65.89
47.55544,-122.33294,56,1.0,1,25000,0,25000,Industrie,,13.69999981,8.61
47.61543,-122.32657,99,1.0,3,27544,0,27544,Bureau,94.0,48.79999924,17.41
47.63644,-122.34218,55,1.0,3,22960,0,22960,Loisirs,,106.5999985,95.38
47.66816,-122.27706,68,1.0,1,22778,0,22778,Commerce,,61.20000076,120.86
47.68517,-122.38733,60,1.0,2,21562,0,21562,Servicepublic,20.0,46.59999847,37.28
47.62322,-122.29006,57,1.0,1,25753,0,25753,Loisirs,,62.59999847,62.51
47.53857,-122.28026,48,1.0,1,24200,0,24200,Servicepublic,73.0,37.20000076,22.38
47.56774,-122.33289,66,1.0,1,36000,0,36000,Autres,,108.0,58.79
47.71387,-122.3535,78,1.0,2,23222,0,23222,Education,62.0,88.80000305,55.06
47.61426,-122.3253,92,1.0,2,24476,0,24476,Loisirs,,117.1999969,91.69
47.61386,-122.32481,106,1.0,2,24750,0,24750,Commerce,,40.20000076,28.07
47.61339,-122.32594,112,1.0,3,60000,0,60000,Education,52.0,80.5,121.63
47.61449,-122.32592,62,1.0,2,46560,0,46560,Loisirs,,15.80000019,17.31
47.63303,-122.34268,36,1.0,3,30408,0,30408,Bureau,61.0,58.79999924,10.04
47.63439,-122.34078,96,1.0,3,30109,0,30109,Bureau,89.0,56.0,34.03
47.63985,-122.36712,56,1.0,2,25481,0,25481,Bureau,92.0,41.29999924,38.59
47.56683,-122.33358,75,1.0,2,22324,0,22324,Industrie,53.0,34.40000153,22.33
47.56555,-122.33362,69,1.0,1,30496,0,30496,Commerce,,68.0,46.01
47.61545,-122.3238,94,1.0,3,27600,0,27600,Bureau,84.0,49.40000153,12.57
47.66117,-122.3391,19,1.0,3,31686,7358,24328,Bureau,35.0,72.80000305,16.07
47.6483,-122.33438,35,1.0,3,26694,6034,20660,Bureau,92.0,29.5,5.02
47.70833,-122.34429,44,1.0,1,29400,0,29400,Industrie,69.0,9.100000381,1.59
47.66148,-122.31279,104,1.0,2,25767,0,25767,Bureau,22.0,92.90000153,11.02
47.66188,-122.31279,63,1.0,4,33910,0,33910,Commerce,75.0,65.59999847,38.21
47.6645,-122.31224,89,1.0,2,78401,0,78401,Servicepublic,,36.29999924,87.41
47.64748,-122.33435,37,1.0,2,78716,0,78716,Industrie,38.0,54.79999924,48.13
47.66389,-122.33692,106,1.0,2,33300,0,33300,Education,92.0,61.90000153,69.2
47.66345,-122.3134,59,1.0,1,27966,7004,20962,Bureau,58.0,56.40000153,7.67
47.6616,-122.31393,40,1.0,2,34948,15755,19193,Bureau,17.0,63.79999924,8.09
47.60135,-122.33327,116,1.0,1,21420,0,21420,Loisirs,,41.79999924,9.72
47.6011,-122.33197,116,1.0,1,20880,0,20880,Bureau,94.0,32.70000076,4.76
47.59938,-122.33197,50,1.0,3,26000,0,26000,Bureau,,40.90000153,18.62
47.59954,-122.33201,116,1.0,3,38675,0,38675,Bureau,,119.4000015,43.91
47.59986,-122.33195,87,1.0,4,49951,0,49951,Bureau,,101.4000015,185.33
47.5195,-122.26935,6,1.0,2,25880,0,25880,Medical,8.0,75.59999847,19.81
47.66517,-122.31037,89,1.0,3,41013,0,41013,Servicepublic,,34.59999847,37.43
47.66453,-122.30999,12,1.0,2,21075,0,21075,Loisirs,,81.40000153,53.88
47.67819,-122.3231,51,1.0,4,56896,0,56896,Bureau,96.0,37.0,28.46
47.67783,-122.32577,38,1.0,2,27500,0,27500,Servicepublic,60.0,23.79999924,14.79
47.59856,-122.33248,86,1.0,2,36630,0,36630,Bureau,90.0,16.39999962,3.78
47.59954,-122.33115,116,1.0,3,26830,0,26830,Bureau,,79.69999695,60.93
47.59971,-122.33065,110,1.0,5,41920,0,41920,Bureau,95.0,26.29999924,7.69
47.60026,-122.3299,111,1.0,2,33640,0,33640,Bureau,70.0,41.90000153,7.52
47.59986,-122.32987,110,1.0,4,43484,0,43484,Industrie,18.0,36.0,10.92
47.599,-122.32717,116,1.0,3,22480,0,22480,Bureau,,34.09999847,6.84
47.65429,-122.32618,78,1.0,1,40028,0,40028,Industrie,80.0,19.0,6.76
47.65373,-122.32721,9,1.0,3,44510,18228,26282,Bureau,23.0,85.59999847,15.25
47.71705,-122.28577,62,1.0,1,21624,0,21624,Servicepublic,90.0,33.79999924,20.96
47.59819,-122.32599,23,1.0,3,21600,0,21600,Bureau,,70.09999847,32.42
47.59935,-122.32468,99,1.0,2,24550,0,24550,Commerce,100.0,42.0,6.73
47.60285,-122.31458,108,1.0,3,25864,0,25864,Loisirs,,47.20000076,34.61
47.60153,-122.31986,11,1.0,2,29508,7120,22388,Loisirs,,112.1999969,81.24
47.6032,-122.30596,91,1.0,2,22344,0,22344,Education,40.0,74.5,55.23
47.62531,-122.32303,95,1.0,3,31900,0,31900,Education,,105.3000031,96.2
47.68475,-122.38257,66,1.0,2,29417,0,29417,Loisirs,,61.09999847,56.25
47.627,-122.29153,28,1.0,2,21036,0,21036,Autres,,134.6000061,78.36
47.54761,-122.32759,56,1.0,1,44476,0,44476,Industrie,33.0,37.09999847,29.7
47.54494,-122.32543,47,1.0,1,35017,0,35017,Bureau,66.0,46.40000153,27.06
47.54443,-122.32688,40,1.0,1,21040,0,21040,Industrie,43.0,31.20000076,19.14
47.54333,-122.32792,42,1.0,1,25620,0,25620,Industrie,82.0,25.5,20.46
47.59775,-122.32219,24,1.0,3,33238,0,33238,Industrie,14.0,49.09999847,11.38
47.60745,-122.32542,104,1.0,4,27800,0,27800,Education,8.0,115.0,38.36
47.65532,-122.37133,55,1.0,2,37600,0,37600,Industrie,,65.90000153,93.55
47.70597,-122.36113,62,1.0,1,42128,0,42128,Education,93.0,44.40000153,49.55
47.61314,-122.32262,104,1.0,3,33708,0,33708,Autres,,24.79999924,19.61
47.66295,-122.31494,78,1.0,3,26373,0,26373,Servicepublic,75.0,44.5,38.18
47.62164,-122.31238,69,1.0,2,21656,0,21656,Loisirs,,74.30000305,51.89
47.63319,-122.36294,95,1.0,3,23040,0,23040,Industrie,,20.5,2.94
47.53104,-122.32784,39,1.0,1,24024,0,24024,Industrie,,16.79999924,2.62
47.53326,-122.32579,63,1.0,1,42420,0,42420,Industrie,34.0,26.60000038,29.39
47.53379,-122.33063,37,1.0,1,36982,0,36982,Industrie,,11.0,6.88
47.53651,-122.32954,52,1.0,2,23400,0,23400,Industrie,,19.5,3.06
47.62518,-122.35317,68,1.0,2,30720,0,30720,Autres,,65.80000305,67.15
47.56626,-122.3244,44,1.0,1,23232,0,23232,Industrie,,5.5,0.89
47.56501,-122.3248,42,1.0,1,35046,0,35046,Industrie,100.0,33.59999847,17.65
47.56477,-122.32628,55,1.0,1,25577,0,25577,Industrie,,34.5,14.19
47.56448,-122.32484,42,1.0,1,43380,0,43380,Industrie,89.0,9.600000381,2.82
47.70349,-122.33424,33,1.0,3,24696,6300,18396,Bureau,87.0,33.90000153,4.35
47.71479,-122.32824,14,1.0,1,24955,0,24955,Servicepublic,47.0,31.0,21.87
47.71856,-122.32084,55,1.0,2,76475,0,76475,Servicepublic,,25.0,67.33
47.71923,-122.32171,28,1.0,2,32961,0,32961,Education,86.0,52.20000076,62.94
47.6875,-122.35496,12,1.0,1,27376,14570,12806,Servicepublic,,90.30000305,26.67
47.62291,-122.28879,66,1.0,1,109794,0,109794,Education,87.0,33.29999924,115.34
47.61340332,-122.3203506,109,1.0,2,22320,0,22320,Commerce,,10.30000019,4.8
47.6139,-122.32034,104,1.0,3,24000,0,24000,Bureau,,39.70000076,9.09
47.61393,-122.31589,96,1.0,3,23422,0,23422,Bureau,65.0,123.9000015,128.07
47.61481,-122.31536,96,1.0,2,23040,0,23040,Industrie,99.0,3.5,0.87
47.61469,-122.31596,58,1.0,2,61880,0,61880,Industrie,66.0,9.800000191,4.15
47.61556,-122.32048,91,1.0,2,27938,0,27938,Bureau,97.0,37.0,7.31
47.66506,-122.31656,87,1.0,3,27908,0,27908,Autres,,99.69999695,63.22
47.62291,-122.28879,16,1.0,2,30562,0,30562,Education,69.0,59.70000076,55.73
47.59951,-122.32033,16,1.0,3,54969,0,54969,Commerce,67.0,68.59999847,39.31
47.69898,-122.34162,34,1.0,3,25111,0,25111,Bureau,77.0,48.0,24.97
47.64725,-122.39977,63,1.0,2,31805,0,31805,Servicepublic,10.0,59.40000153,68.39
47.64725,-122.39977,63,1.0,1,20811,0,20811,Education,95.0,69.30000305,43.97
47.59393,-122.32211,49,1.0,2,22058,0,22058,Industrie,1.0,112.1999969,66.43
47.56166,-122.3237,109,1.0,5,36000,0,36000,Autres,,35.29999924,43.04
47.67816,-122.28998,61,1.0,1,29079,0,29079,Servicepublic,78.0,32.0,22.18
47.63441,-122.28061,34,1.0,3,28848,9616,19232,Bureau,82.0,40.0,5.07
47.65564,-122.36191,28,1.0,2,20535,0,20535,Bureau,7.0,90.09999847,38.71
47.54769,-122.3251,51,1.0,1,30800,0,30800,Industrie,65.0,15.80000019,3.39
47.59416,-122.3267,94,1.0,1,37400,0,37400,Industrie,73.0,24.29999924,7.8
47.66368,-122.27324,92,1.0,3,97500,0,97500,Education,97.0,44.29999924,156.45
47.62495,-122.36036,34,1.0,5,54015,0,54015,Bureau,75.0,55.90000153,21.05
47.71986,-122.29809,51,1.0,1,24697,0,24697,Servicepublic,,69.69999695,29.18
47.6087,-122.33884,25,1.0,3,103000,0,103000,Commerce,89.0,52.29999924,81.18
47.61378771,-122.3214255,20,1.0,3,45743,0,45743,Commerce,88.0,115.5,83.45
47.61674,-122.30207,25,1.0,1,45000,0,45000,Loisirs,,83.80000305,137.66
47.55066,-122.31787,112,1.0,4,72859,0,72859,Industrie,55.0,21.60000038,12.43
47.5823,-122.32937,12,1.0,3,21947,0,21947,Autres,,61.59999847,37.83
47.6824,-122.26223,56,1.0,0,30287,0,30287,Medical,32.0,81.30000305,32.72
47.64779,-122.33352,23,1.0,1,26263,0,26263,Bureau,64.0,63.70000076,11.4
47.6709,-122.27054,8,1.0,2,70292,0,70292,Servicepublic,37.0,30.5,57.59
47.63449,-122.37661,3,1.0,3,105061,28217,76844,Bureau,100.0,17.0,9.5
47.59666,-122.31253,3,1.0,3,62662,14989,47673,Bureau,67.0,55.90000153,20.1
47.62082,-122.35251,54,1.0,1,29000,0,29000,Autres,,90.80000305,54.98
47.5843,-122.32229,2,1.0,2,56988,0,56988,Commerce,,22.20000076,16.13
47.51377011,-122.3432804,6,1.0,2,44162,0,44162,Education,,38.0,38.13
47.61438,-122.32174,104,1.0,2,64820,0,64820,Bureau,,39.40000153,29.4
47.61699,-122.32083,23,1.0,2,99765,0,99765,Education,,33.79999924,74.3
47.59523,-122.32334,2,1.0,1,20993,0,20993,Commerce,,45.79999924,10.8
47.5626,-122.29396,7,1.0,0,40265,0,40265,Education,,56.20000076,51.39
47.65395,-122.30584,47,1.0,4,58779,0,58779,Education,,0.0,25.93
47.57054,-122.29139,2,1.0,4,101580,14004,87576,Industrie,,10.69999981,9.91
47.66144,-122.38723,2,1.0,2,25532,0,25532,Bureau,,28.5,4.38
47.54425,-122.31776,61,1.0,1,52085,4222,47863,Industrie,37.0,80.30000305,157.7
47.68109,-122.2618,3,1.0,1,72000,0,72000,Loisirs,,44.40000153,67.65
47.70541,-122.32232,11,1.0,1,20616,0,20616,Loisirs,,30.89999962,4.44
47.67295,-122.39228,105,1.0,1,16795,0,16795,Loisirs,,59.0,24.73
47.60775,-122.30225,22,1.0,1,20050,0,20050,Loisirs,,99.40000153,60.81
47.54067,-122.37441,34,1.0,1,18261,0,18261,Loisirs,,56.20000076,20.33
47.59625,-122.32283,12,1.0,1,16000,0,16000,Loisirs,,65.90000153,32.17
47.52832,-122.32431,27,1.0,1,14101,0,14101,Loisirs,,55.5,22.11
47.53939,-122.29536,78,1.0,1,18258,0,18258,Loisirs,,70.90000153,41.27
